ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
52,New York,US Open,2015-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Haider-Maurer A.,Pospisil V.,52.0,45.0,870.0,1000.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,0.0,6.0,1.0,3.0,2.0,Completed,5.0,1.16,5.25,1.14,4.5,1.17,6.02,1.17,6.02,1.2,5.25,1.15
52,New York,US Open,2015-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Brown D.,79.0,85.0,645.0,614.0,4.0,6.0,4.0,6.0,6.0,3.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,1.57,2.25,1.65,2.2,1.62,2.2,1.69,2.31,1.73,2.35,1.65,2.22
52,New York,US Open,2015-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Simon G.,68.0,11.0,730.0,2730.0,2.0,6.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,3.75,1.25,3.5,1.28,3.5,1.29,3.64,1.33,4.0,1.36,3.62,1.28
52,New York,US Open,2015-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Mathieu P.H.,128.0,80.0,430.0,638.0,6.0,4.0,2.0,6.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,3.4,1.3,3.4,1.3,3.0,1.36,3.74,1.32,3.74,1.36,3.33,1.32
52,New York,US Open,2015-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Kokkinakis T.,12.0,71.0,2240.0,709.0,4.0,6.0,6.0,1.0,4.0,6.0,6.0,3.0,2.0,0.0,2.0,2.0,Retired,1.2,4.5,1.2,4.3,1.17,4.5,1.24,4.65,1.24,5.3,1.19,4.6
52,New York,US Open,2015-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Zverev A.,29.0,82.0,1230.0,634.0,6.0,7.0,6.0,2.0,6.0,0.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,1.5,2.5,1.5,2.5,1.5,2.5,1.51,2.76,1.57,2.76,1.49,2.56
52,New York,US Open,2015-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Tipsarevic J.,31.0,429.0,1190.0,96.0,7.0,6.0,4.0,6.0,4.0,6.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.44,2.62,1.5,2.5,1.44,2.62,1.41,3.18,1.55,3.18,1.45,2.69
52,New York,US Open,2015-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista R.,Carreno-Busta P.,23.0,54.0,1510.0,855.0,4.0,6.0,6.0,4.0,6.0,0.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,1.2,4.33,1.22,4.0,1.25,3.75,1.25,4.46,1.25,4.46,1.22,4.13
52,New York,US Open,2015-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Berankis R.,15.0,78.0,2130.0,661.0,5.0,7.0,6.0,4.0,3.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,Completed,1.16,5.0,1.15,5.25,1.17,4.5,1.16,6.03,1.2,6.03,1.15,5.24
52,New York,US Open,2015-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Fish M.,19.0,581.0,1665.0,55.0,2.0,6.0,6.0,3.0,1.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.28,3.5,1.3,3.4,1.29,3.75,1.32,3.74,1.36,3.75,1.3,3.44
52,New York,US Open,2015-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Kukushkin M.,Dimitrov G.,56.0,17.0,842.0,1735.0,6.0,3.0,7.0,6.0,2.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,5.5,1.14,4.75,1.17,5.0,1.14,4.93,1.22,5.5,1.22,4.94,1.17
52,New York,US Open,2015-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Vesely J.,Karlovic I.,48.0,21.0,962.0,1620.0,7.0,6.0,3.0,6.0,3.0,6.0,6.0,2.0,7.0,6.0,3.0,2.0,Completed,3.0,1.36,3.0,1.38,3.0,1.36,3.01,1.44,3.15,1.45,2.96,1.38
52,New York,US Open,2015-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Mannarino A.,3.0,35.0,8840.0,1140.0,5.0,7.0,4.0,6.0,6.0,1.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.01,23.0,1.01,13.0,1.02,15.0,1.01,27.22,1.02,31.0,1.01,18.61
52,New York,US Open,2015-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Hewitt L.,24.0,355.0,1465.0,130.0,6.0,3.0,6.0,2.0,3.0,6.0,5.0,7.0,7.0,5.0,3.0,2.0,Completed,1.28,3.5,1.3,3.4,1.3,3.5,1.33,3.69,1.33,3.77,1.3,3.49
52,New York,US Open,2015-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Kukushkin M.,9.0,56.0,3550.0,842.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,1.0,3.0,2.0,Completed,1.22,4.33,1.2,4.0,1.22,4.33,1.24,4.72,1.24,4.82,1.21,4.33
52,New York,US Open,2015-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Fognini F.,Nadal R.,32.0,8.0,1165.0,3680.0,3.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,3.5,1.3,3.75,1.25,3.5,1.3,3.55,1.36,4.0,1.36,3.51,1.3
52,New York,US Open,2015-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Young D.,Troicki V.,68.0,22.0,730.0,1559.0,4.0,6.0,0.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.9,1.9,2.0,1.8,2.0,1.8,1.99,1.93,2.02,1.93,1.96,1.84
52,New York,US Open,2015-09-08,Grand Slam,Outdoor,Hard,Quarterfinals,5,Cilic M.,Tsonga J.W.,9.0,18.0,3550.0,1675.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,2.3,1.61,2.25,1.62,2.25,1.62,2.44,1.64,2.44,1.69,2.31,1.62
