ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
52,New York,US Open,2016-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Gabashvili T.,38.0,105.0,1155.0,571.0,6.0,7.0,3.0,6.0,7.0,6.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,1.33,3.25,1.33,2.85,1.33,3.4,1.35,3.52,1.36,3.52,1.33,3.31
52,New York,US Open,2016-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Lu Y.H.,23.0,73.0,1570.0,720.0,4.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,1.44,2.62,1.38,2.65,1.44,2.75,1.47,2.9,1.5,3.0,1.45,2.74
52,New York,US Open,2016-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Donskoy E.,22.0,79.0,1635.0,691.0,4.0,6.0,1.0,6.0,7.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.12,6.0,1.12,4.75,1.14,5.5,1.14,6.65,1.15,7.0,1.13,5.95
52,New York,US Open,2016-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Millman J.,10.0,66.0,3205.0,760.0,6.0,3.0,2.0,6.0,5.0,7.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.2,4.33,1.2,3.5,1.22,4.33,1.23,4.77,1.24,42586.0,1.2,4.37
52,New York,US Open,2016-08-31,Grand Slam,Outdoor,Hard,2nd Round,5,Pouille L.,Chiudinelli M.,25.0,144.0,1481.0,408.0,4.0,6.0,3.0,6.0,7.0,6.0,6.0,2.0,6.0,0.0,3.0,2.0,Completed,1.18,4.5,1.16,4.1,1.22,4.33,1.19,5.5,1.22,5.5,1.19,4.66
52,New York,US Open,2016-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Tipsarevic J.,39.0,250.0,1110.0,208.0,3.0,6.0,4.0,6.0,6.0,1.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.36,3.0,1.35,2.7,1.4,3.0,1.42,3.11,1.45,3.11,1.41,2.88
52,New York,US Open,2016-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Lorenzi P.,Simon G.,40.0,31.0,1110.0,1385.0,3.0,6.0,6.0,2.0,6.0,2.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,4.33,1.2,4.0,1.17,4.5,1.2,5.12,1.21,5.12,1.25,4.5,1.2
52,New York,US Open,2016-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Chardy J.,24.0,55.0,1555.0,825.0,4.0,6.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.28,3.5,1.25,3.3,1.29,3.75,1.32,3.79,1.33,3.8,1.28,3.56
52,New York,US Open,2016-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Fognini F.,13.0,38.0,2660.0,1155.0,6.0,0.0,4.0,6.0,5.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.4,2.75,1.4,2.5,1.4,3.0,1.43,3.08,1.44,3.08,1.41,2.86
52,New York,US Open,2016-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Pouille L.,Bautista Agut R.,25.0,17.0,1481.0,2040.0,3.0,6.0,7.0,5.0,2.0,6.0,7.0,5.0,6.0,1.0,3.0,2.0,Completed,4.0,1.25,3.3,1.22,4.0,1.25,4.18,1.28,4.2,1.29,3.91,1.25
52,New York,US Open,2016-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Evans D.,3.0,64.0,4980.0,775.0,4.0,6.0,6.0,3.0,6.0,7.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.11,6.5,1.09,5.5,1.1,7.0,1.13,7.65,1.15,7.65,1.11,6.52
52,New York,US Open,2016-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Pouille L.,Nadal R.,25.0,5.0,1481.0,4850.0,6.0,1.0,2.0,6.0,6.0,4.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,10.0,1.06,6.25,1.06,8.0,1.08,9.55,1.09,10.65,1.09,8.75,1.07
52,New York,US Open,2016-09-07,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nishikori K.,Murray A.,7.0,2.0,4165.0,9305.0,1.0,6.0,6.0,4.0,4.0,6.0,6.0,1.0,7.0,5.0,3.0,2.0,Completed,5.5,1.14,4.5,1.14,5.5,1.14,6.08,1.17,6.18,1.17,5.45,1.15
