"","tourney_date","tourney_name","surface","draw_size","tourney_level","match_num","winner_id","loser_id","best_of","winner_rank","winner_rank_points","loser_rank","loser_rank_points","player_rank","player_id"
"448",2017-01-09,"Auckland","Hard",32,"A",289,104871,103852,"3",71,705,28,1410,28,"Feliciano Lopez"
"449",2017-01-09,"Sydney","Hard",32,"A",271,105554,105723,"3",67,736,48,935,67,"Daniel Evans"
"450",2017-01-09,"Sydney","Hard",32,"A",285,105554,106329,"3",67,736,83,660,67,"Daniel Evans"
"451",2017-01-09,"Sydney","Hard",32,"A",294,105554,104719,"3",67,736,37,1136,67,"Daniel Evans"
"452",2017-01-09,"Sydney","Hard",32,"A",299,105554,106233,"3",67,736,8,3415,67,"Daniel Evans"
"453",2017-01-09,"Sydney","Hard",32,"A",300,104180,105554,"3",34,1255,67,736,67,"Daniel Evans"
"454",2017-01-16,"Australian Open","Hard",128,"G",130,105554,105487,"5",51,886,65,739,51,"Daniel Evans"
"455",2017-01-16,"Australian Open","Hard",128,"G",151,104926,103852,"5",48,945,29,1410,29,"Feliciano Lopez"
"456",2017-01-16,"Australian Open","Hard",128,"G",179,105554,105227,"5",51,886,7,3605,51,"Daniel Evans"
"457",2017-01-16,"Australian Open","Hard",128,"G",203,105554,106071,"5",51,886,27,1420,51,"Daniel Evans"
"458",2017-01-16,"Australian Open","Hard",128,"G",215,104542,105554,"5",12,2505,51,886,51,"Daniel Evans"
"459",2017-02-03,"Davis Cup WG R1: CAN vs GBR","Hard",4,"D",1,105554,133430,"3",45,1031,234,223,45,"Daniel Evans"
"460",2017-02-03,"Davis Cup WG R1: CAN vs GBR","Hard",4,"D",4,105577,105554,"5",133,438,45,1031,45,"Daniel Evans"
"461",2017-02-06,"Montpellier","Hard",32,"A",282,103852,103898,"3",32,1330,128,453,32,"Feliciano Lopez"
"462",2017-02-06,"Montpellier","Hard",32,"A",292,105332,103852,"3",43,1040,32,1330,32,"Feliciano Lopez"
"463",2017-02-13,"Rotterdam","Hard",32,"A",272,105732,103852,"3",109,530,31,1330,31,"Feliciano Lopez"
"464",2017-02-27,"Acapulco","Hard",32,"A",272,111442,103852,"3",79,669,31,1170,31,"Feliciano Lopez"
"465",2017-02-27,"Dubai","Hard",32,"A",275,105554,104460,"3",43,971,81,651,43,"Daniel Evans"
"466",2017-02-27,"Dubai","Hard",32,"A",288,104792,105554,"3",12,3190,43,971,43,"Daniel Evans"
"467",2017-03-06,"Indian Wells Masters","Hard",128,"M",191,105554,104460,"3",41,1016,82,651,41,"Daniel Evans"
"468",2017-03-06,"Indian Wells Masters","Hard",128,"M",246,105453,105554,"3",5,4730,41,1016,41,"Daniel Evans"
"469",2017-03-06,"Indian Wells Masters","Hard",128,"M",268,105583,103852,"3",106,552,34,1170,34,"Feliciano Lopez"
"470",2017-03-20,"Miami Masters","Hard",128,"M",176,124014,105554,"3",108,551,43,951,43,"Daniel Evans"
"471",2017-03-20,"Miami Masters","Hard",128,"M",268,104291,103852,"3",53,873,36,1090,36,"Feliciano Lopez"
"472",2017-04-07,"Davis Cup WG QF: FRA vs GBR","Clay",4,"D",2,104871,105554,"5",68,735,44,944,44,"Daniel Evans"
"473",2017-04-07,"Davis Cup WG QF: FRA vs GBR","Clay",4,"D",4,105554,103898,"3",44,944,113,528,44,"Daniel Evans"
"474",2017-04-10,"Houston","Clay",32,"A",282,103852,106216,"3",40,1020,116,503,40,"Feliciano Lopez"
"475",2017-04-10,"Houston","Clay",32,"A",292,103852,111202,"3",40,1020,102,559,40,"Feliciano Lopez"
"476",2017-04-10,"Houston","Clay",32,"A",297,106058,103852,"3",16,2405,40,1020,40,"Feliciano Lopez"
"477",2017-04-17,"Monte Carlo Masters","Clay",64,"M",247,106378,105554,"3",45,933,44,944,44,"Daniel Evans"
"478",2017-04-17,"Monte Carlo Masters","Clay",64,"M",248,103852,106421,"3",39,1045,62,789,39,"Feliciano Lopez"
"479",2017-04-17,"Monte Carlo Masters","Clay",64,"M",275,100644,103852,"3",20,2005,39,1045,39,"Feliciano Lopez"
"480",2017-04-24,"Barcelona","Clay",64,"A",259,105554,106329,"3",43,954,80,644,43,"Daniel Evans"
"481",2017-04-24,"Barcelona","Clay",64,"A",280,105554,104999,"3",43,954,35,1159,43,"Daniel Evans"
"482",2017-04-24,"Barcelona","Clay",64,"A",284,103852,103656,"3",40,1045,312,155,40,"Feliciano Lopez"
"483",2017-04-24,"Barcelona","Clay",64,"A",291,106233,105554,"3",9,3385,43,954,43,"Daniel Evans"
"484",2017-04-24,"Barcelona","Clay",64,"A",293,104918,103852,"3",1,11690,40,1045,40,"Feliciano Lopez"
"485",2017-05-08,"Madrid Masters","Clay",64,"M",240,103852,124014,"3",38,1045,81,638,38,"Feliciano Lopez"
"486",2017-05-08,"Madrid Masters","Clay",64,"M",256,104898,105554,"3",45,933,58,834,58,"Daniel Evans"
"487",2017-05-08,"Madrid Masters","Clay",64,"M",271,103852,104468,"3",38,1045,32,1165,38,"Feliciano Lopez"
"488",2017-05-08,"Madrid Masters","Clay",64,"M",286,104925,103852,"3",2,7085,38,1045,38,"Feliciano Lopez"
"489",2017-05-15,"Rome Masters","Clay",64,"M",244,103970,103852,"3",30,1230,35,1125,35,"Feliciano Lopez"
"490",2017-05-15,"Rome Masters","Clay",64,"M",248,106210,105554,"3",62,815,56,844,56,"Daniel Evans"
"491",2017-05-29,"Roland Garros","Clay",128,"G",129,103852,106216,"5",36,1115,138,425,36,"Feliciano Lopez"
"492",2017-05-29,"Roland Garros","Clay",128,"G",138,103990,105554,"5",274,192,55,854,55,"Daniel Evans"
"493",2017-05-29,"Roland Garros","Clay",128,"G",178,103852,103970,"5",36,1115,33,1185,36,"Feliciano Lopez"
"494",2017-05-29,"Roland Garros","Clay",128,"G",203,105227,103852,"5",8,3765,36,1115,36,"Feliciano Lopez"
"495",2017-06-12,"Stuttgart","Grass",32,"A",278,103852,104468,"3",33,1115,34,1095,33,"Feliciano Lopez"
"496",2017-06-12,"Stuttgart","Grass",32,"A",290,103852,104871,"3",33,1115,80,660,33,"Feliciano Lopez"
"497",2017-06-12,"Stuttgart","Grass",32,"A",296,103852,104607,"3",33,1115,14,2570,33,"Feliciano Lopez"
"498",2017-06-12,"Stuttgart","Grass",32,"A",299,103852,104999,"3",33,1115,31,1301,33,"Feliciano Lopez"
"499",2017-06-12,"Stuttgart","Grass",32,"A",300,106298,103852,"3",16,2365,33,1115,33,"Feliciano Lopez"
"500",2017-06-19,"Queen's Club","Grass",32,"A",270,103852,104527,"3",32,1220,3,6175,32,"Feliciano Lopez"
"501",2017-06-19,"Queen's Club","Grass",32,"A",286,103852,104871,"3",32,1220,80,660,32,"Feliciano Lopez"
"502",2017-06-19,"Queen's Club","Grass",32,"A",294,103852,104607,"3",32,1220,14,2570,32,"Feliciano Lopez"
"503",2017-06-19,"Queen's Club","Grass",32,"A",298,103852,105777,"3",32,1220,11,2980,32,"Feliciano Lopez"
"504",2017-06-19,"Queen's Club","Grass",32,"A",300,103852,105227,"3",32,1220,7,4025,32,"Feliciano Lopez"
"505",2017-07-03,"Wimbledon","Grass",128,"G",159,105173,103852,"5",51,896,25,1675,25,"Feliciano Lopez"
"506",2017-07-24,"Gstaad","Clay",32,"A",291,105870,103852,"3",170,318,27,1390,27,"Feliciano Lopez"
"507",2017-07-31,"Los Cabos","Hard",32,"A",288,103852,105051,"3",28,1390,154,363,28,"Feliciano Lopez"
"508",2017-07-31,"Los Cabos","Hard",32,"A",295,106000,103852,"3",87,610,28,1390,28,"Feliciano Lopez"
"509",2017-08-07,"Canada Masters","Hard",64,"M",264,111202,103852,"3",56,861,28,1390,28,"Feliciano Lopez"
"510",2017-08-14,"Cincinnati Masters","Hard",64,"M",244,103852,111202,"3",34,1250,49,951,34,"Feliciano Lopez"
"511",2017-08-14,"Cincinnati Masters","Hard",64,"M",273,105777,103852,"3",11,3070,34,1250,34,"Feliciano Lopez"
"512",2017-08-28,"US Open","Hard",128,"G",119,103852,105723,"5",35,1250,75,686,35,"Feliciano Lopez"
"513",2017-08-28,"US Open","Hard",128,"G",173,103852,104269,"5",35,1250,43,1080,35,"Feliciano Lopez"
"514",2017-08-28,"US Open","Hard",128,"G",200,103819,103852,"5",3,7145,35,1250,35,"Feliciano Lopez"
"515",2017-10-02,"Tokyo","Hard",32,"A",274,105676,103852,"3",11,2855,34,1295,34,"Feliciano Lopez"
"516",2017-10-09,"Shanghai Masters","Hard",64,"M",240,103852,103333,"3",34,1295,52,910,34,"Feliciano Lopez"
"517",2017-10-09,"Shanghai Masters","Hard",64,"M",271,105238,103852,"3",41,1116,34,1295,34,"Feliciano Lopez"
"518",2017-10-23,"Vienna","Hard",32,"A",271,104755,103852,"3",32,1375,33,1295,33,"Feliciano Lopez"
"519",2017-10-30,"Paris Masters","Hard",64,"M",239,103852,105732,"3",33,1295,75,687,33,"Feliciano Lopez"
"520",2017-10-30,"Paris Masters","Hard",64,"M",270,106298,103852,"3",18,2235,33,1295,33,"Feliciano Lopez"
"521",2018-01-01,"Doha","Hard",32,"A",277,103852,104198,"3",36,1295,70,714,36,"Feliciano Lopez"
"522",2018-01-01,"Doha","Hard",32,"A",289,105806,103852,"3",138,399,36,1295,36,"Feliciano Lopez"
"523",2018-01-08,"Sydney","Hard",32,"A",275,103852,126846,"3",36,1295,462,77,36,"Feliciano Lopez"
"524",2018-01-08,"Sydney","Hard",32,"A",288,103852,106043,"3",36,1295,26,1675,36,"Feliciano Lopez"
"525",2018-01-08,"Sydney","Hard",32,"A",295,200282,103852,"3",167,323,36,1295,36,"Feliciano Lopez"
"526",2018-01-15,"Australian Open","Hard",128,"G",157,105023,103852,"5",13,2535,38,1295,38,"Feliciano Lopez"
"527",2018-02-12,"Rotterdam","Hard",32,"A",275,103852,105373,"3",37,1295,150,376,37,"Feliciano Lopez"
"528",2018-02-12,"Rotterdam","Hard",32,"A",288,105676,103852,"3",7,3400,37,1295,37,"Feliciano Lopez"
"529",2018-02-26,"Acapulco","Hard",32,"A",285,103852,106121,"3",38,1295,107,529,38,"Feliciano Lopez"
"530",2018-02-26,"Acapulco","Hard",32,"A",293,103852,106423,"3",38,1295,199,274,38,"Feliciano Lopez"
"531",2018-02-26,"Acapulco","Hard",32,"A",297,111577,103852,"3",59,878,38,1295,38,"Feliciano Lopez"
"532",2018-03-05,"Indian Wells Masters","Hard",128,"M",252,103852,124014,"3",32,1340,117,481,32,"Feliciano Lopez"
"533",2018-03-05,"Indian Wells Masters","Hard",128,"M",277,103852,106058,"3",32,1340,10,2650,32,"Feliciano Lopez"
"534",2018-03-05,"Indian Wells Masters","Hard",128,"M",289,105023,103852,"3",21,2095,32,1340,32,"Feliciano Lopez"
"535",2018-03-19,"Miami Masters","Hard",128,"M",244,111577,103852,"3",49,1038,32,1420,32,"Feliciano Lopez"
"536",2018-04-16,"Monte Carlo Masters","Clay",64,"M",256,103852,105332,"3",30,1420,48,1020,30,"Feliciano Lopez"
"537",2018-04-16,"Monte Carlo Masters","Clay",64,"M",279,105138,103852,"3",16,2175,30,1420,30,"Feliciano Lopez"
"538",2018-04-23,"Barcelona","Clay",64,"A",283,103852,105583,"3",30,1420,91,664,30,"Feliciano Lopez"
"539",2018-04-23,"Barcelona","Clay",64,"A",292,105373,103852,"3",140,396,30,1420,30,"Feliciano Lopez"
"540",2018-05-07,"Madrid Masters","Clay",64,"M",267,103852,104665,"3",30,1420,134,425,30,"Feliciano Lopez"
"541",2018-05-07,"Madrid Masters","Clay",64,"M",284,106043,103852,"3",16,2085,30,1420,30,"Feliciano Lopez"
"542",2018-05-14,"Rome Masters","Clay",64,"M",260,105453,103852,"3",24,1665,33,1375,33,"Feliciano Lopez"
"543",2018-05-28,"Roland Garros","Clay",128,"G",112,104660,103852,"5",127,433,33,1375,33,"Feliciano Lopez"
"544",2018-06-11,"Stuttgart","Grass",32,"A",278,103852,104678,"3",33,1295,91,627,33,"Feliciano Lopez"
"545",2018-06-11,"Stuttgart","Grass",32,"A",290,103852,104468,"3",33,1295,55,950,33,"Feliciano Lopez"
"546",2018-06-11,"Stuttgart","Grass",32,"A",296,106401,103852,"3",24,1585,33,1295,33,"Feliciano Lopez"
"547",2018-06-18,"Queen's Club","Grass",32,"A",272,105173,105554,"3",26,1535,340,138,340,"Daniel Evans"
"548",2018-06-18,"Queen's Club","Grass",32,"A",281,103852,105676,"3",37,1190,9,3110,37,"Feliciano Lopez"
"549",2018-06-18,"Queen's Club","Grass",32,"A",291,103852,105683,"3",37,1190,31,1405,37,"Feliciano Lopez"
"550",2018-06-18,"Queen's Club","Grass",32,"A",296,106401,103852,"3",21,1675,37,1190,37,"Feliciano Lopez"
"551",2018-07-02,"Wimbledon","Grass",128,"G",149,103852,105643,"5",70,780,88,667,70,"Feliciano Lopez"
"552",2018-07-02,"Wimbledon","Grass",128,"G",188,105223,103852,"5",4,5080,70,780,70,"Feliciano Lopez"
"553",2018-07-23,"Gstaad","Clay",32,"A",278,103852,105643,"3",66,815,82,710,66,"Feliciano Lopez"
"554",2018-07-23,"Gstaad","Clay",32,"A",290,103852,106177,"3",66,815,314,154,66,"Feliciano Lopez"
"555",2018-07-23,"Gstaad","Clay",32,"A",296,126610,103852,"3",84,687,66,815,66,"Feliciano Lopez"
"556",2018-07-30,"Los Cabos","Hard",32,"A",277,103852,105633,"3",69,815,173,324,69,"Feliciano Lopez"
"557",2018-07-30,"Los Cabos","Hard",32,"A",289,111815,103852,"3",74,763,69,815,69,"Feliciano Lopez"
"558",2018-08-27,"US Open","Hard",128,"G",119,104269,103852,"5",32,1330,63,850,63,"Feliciano Lopez"
"559",2018-09-14,"Davis Cup WG PO: GBR vs UZB","Hard",4,"D",1,105554,104797,"5",222,257,60,884,222,"Daniel Evans"
"560",2018-10-01,"Beijing","Hard",32,"A",282,103852,106432,"3",71,770,18,1825,71,"Feliciano Lopez"
"561",2018-10-01,"Beijing","Hard",32,"A",292,105936,103852,"3",36,1222,71,770,71,"Feliciano Lopez"
"562",2018-10-15,"Antwerp","Hard",32,"A",278,103852,126207,"3",70,770,45,1055,70,"Feliciano Lopez"
"563",2018-10-15,"Antwerp","Hard",32,"A",290,105526,103852,"3",58,910,70,770,70,"Feliciano Lopez"
"564",2018-10-29,"Paris Masters","Hard",64,"M",259,103852,200282,"3",71,770,33,1308,71,"Feliciano Lopez"
"565",2018-10-29,"Paris Masters","Hard",64,"M",280,106043,103852,"3",19,1835,71,770,71,"Feliciano Lopez"
"566",2019-01-14,"Australian Open","Hard",128,"G",187,103819,105554,"5",3,6420,189,266,189,"Daniel Evans"
"567",2019-01-14,"Australian Open","Hard",128,"G",146,105554,105147,"5",189,266,150,360,189,"Daniel Evans"
"568",2019-01-14,"Australian Open","Hard",128,"G",150,111442,103852,"5",72,740,66,770,66,"Feliciano Lopez"
"569",2019-02-18,"Delray Beach","Hard",32,"A",300,105430,105554,"3",82,680,148,384,148,"Daniel Evans"
"570",2019-02-18,"Delray Beach","Hard",32,"A",298,105554,104545,"3",148,384,9,3225,148,"Daniel Evans"
"571",2019-02-18,"Delray Beach","Hard",32,"A",295,105554,104312,"3",148,384,52,915,148,"Daniel Evans"
"572",2019-02-18,"Delray Beach","Hard",32,"A",288,105554,144750,"3",148,384,98,577,148,"Daniel Evans"
"573",2019-02-18,"Delray Beach","Hard",32,"A",274,105554,126207,"3",148,384,29,1405,148,"Daniel Evans"
"574",2019-02-18,"Delray Beach","Hard",32,"A",272,104797,103852,"3",102,542,67,745,67,"Feliciano Lopez"
"575",2019-02-25,"Acapulco","Hard",32,"A",287,200282,103852,"3",26,1443,73,745,73,"Feliciano Lopez"
"576",2019-02-25,"Acapulco","Hard",32,"A",272,103852,105583,"3",73,745,43,1010,73,"Feliciano Lopez"
"577",2019-03-04,"Indian Wells Masters","Hard",128,"M",242,111575,103852,"3",13,2675,78,700,78,"Feliciano Lopez"
"578",2019-03-04,"Indian Wells Masters","Hard",128,"M",192,104527,105554,"3",40,1130,100,591,100,"Daniel Evans"
"579",2019-03-04,"Indian Wells Masters","Hard",128,"M",183,103852,104607,"3",78,700,81,685,78,"Feliciano Lopez"
"580",2019-03-18,"Miami Masters","Hard",128,"M",251,105777,103852,"3",29,1300,94,635,94,"Feliciano Lopez"
"581",2019-03-18,"Miami Masters","Hard",128,"M",243,133430,105554,"3",23,1550,97,622,97,"Daniel Evans"
"582",2019-03-18,"Miami Masters","Hard",128,"M",200,103852,105332,"3",94,635,67,770,94,"Feliciano Lopez"
"583",2019-03-18,"Miami Masters","Hard",128,"M",184,105554,104291,"3",97,622,59,852,97,"Daniel Evans"
"584",2019-04-22,"Barcelona","Clay",64,"A",240,104269,103852,"3",37,1155,93,630,93,"Feliciano Lopez"
"585",2019-05-13,"Rome Masters","Clay",64,"M",264,134770,105554,"3",76,695,83,656,83,"Daniel Evans"
"586",2019-05-20,"Geneva","Clay",32,"A",271,106000,103852,"3",57,856,108,530,108,"Feliciano Lopez"
"587",2019-05-27,"Roland Garros","Clay",128,"G",1121,104269,105554,"5",27,1370,80,678,80,"Daniel Evans"
"588",2019-05-27,"Roland Garros","Clay",128,"G",1130,103333,103852,"5",94,599,108,530,108,"Feliciano Lopez"
"589",2019-06-10,"Stuttgart","Grass",32,"A",275,106298,103852,"3",26,1340,108,540,108,"Feliciano Lopez"
"590",2019-06-17,"Queen's Club","Grass",32,"A",300,103852,104468,"3",113,507,38,1190,113,"Feliciano Lopez"
"591",2019-06-17,"Queen's Club","Grass",32,"A",299,103852,200000,"3",113,507,21,1522,113,"Feliciano Lopez"
"592",2019-06-17,"Queen's Club","Grass",32,"A",296,103852,105683,"3",113,507,18,1900,113,"Feliciano Lopez"
"593",2019-06-17,"Queen's Club","Grass",32,"A",291,103852,105223,"3",113,507,12,2695,113,"Feliciano Lopez"
"594",2019-06-17,"Queen's Club","Grass",32,"A",280,103852,105916,"3",113,507,51,930,113,"Feliciano Lopez"
"595",2019-06-17,"Queen's Club","Grass",32,"A",273,104527,105554,"3",19,1715,63,818,63,"Daniel Evans"
"596",2019-06-24,"Eastbourne","Grass",32,"A",296,106378,105554,"3",31,1280,65,818,65,"Daniel Evans"
"597",2019-06-24,"Eastbourne","Grass",32,"A",290,105554,105732,"3",65,818,38,1168,65,"Daniel Evans"
"598",2019-06-24,"Eastbourne","Grass",32,"A",278,105554,105430,"3",65,818,41,1126,65,"Daniel Evans"
"599",2019-07-01,"Wimbledon","Grass",128,"G",125,103852,106218,"5",54,917,155,356,54,"Feliciano Lopez"
"600",2019-07-01,"Wimbledon","Grass",128,"G",142,105554,105643,"5",61,860,75,731,61,"Daniel Evans"
"601",2019-07-01,"Wimbledon","Grass",128,"G",176,111575,103852,"5",9,2980,54,917,54,"Feliciano Lopez"
"602",2019-07-01,"Wimbledon","Grass",128,"G",185,105554,105932,"5",61,860,16,1960,61,"Daniel Evans"
"603",2019-07-01,"Wimbledon","Grass",128,"G",206,105311,105554,"5",69,770,61,860,61,"Daniel Evans"
"604",2019-07-22,"Atlanta","Hard",32,"A",297,124187,105554,"3",57,937,55,942,55,"Daniel Evans"
"605",2019-07-22,"Atlanta","Hard",32,"A",292,105554,105430,"3",55,942,42,1046,55,"Daniel Evans"
"606",2019-07-22,"Atlanta","Hard",32,"A",283,105554,105359,"3",55,942,138,395,55,"Daniel Evans"
"607",2019-07-29,"Washington","Hard",64,"A",255,106415,105554,"3",77,776,51,980,51,"Daniel Evans"
"608",2019-08-05,"Canada Masters","Hard",64,"M",285,104745,105554,"3",2,7945,53,980,53,"Daniel Evans"
"609",2019-08-05,"Canada Masters","Hard",64,"M",268,105554,200282,"3",53,980,38,1215,53,"Daniel Evans"
"610",2019-08-05,"Canada Masters","Hard",64,"M",240,105357,103852,"3",65,860,67,852,67,"Feliciano Lopez"
"611",2019-08-19,"Winston-Salem","Hard",64,"A",288,128034,103852,"3",41,1078,63,903,63,"Feliciano Lopez"
"612",2019-08-19,"Winston-Salem","Hard",64,"A",278,105449,105554,"3",82,670,58,955,58,"Daniel Evans"
"613",2019-08-19,"Winston-Salem","Hard",64,"A",275,103852,104665,"3",63,903,71,847,63,"Feliciano Lopez"
"614",2019-08-26,"US Open","Hard",128,"G",112,103852,126203,"5",61,923,28,1465,61,"Feliciano Lopez"
"615",2019-08-26,"US Open","Hard",128,"G",118,105554,105173,"5",58,955,57,961,58,"Daniel Evans"
"616",2019-08-26,"US Open","Hard",128,"G",170,103852,106415,"5",61,923,59,946,61,"Feliciano Lopez"
"617",2019-08-26,"US Open","Hard",128,"G",173,105554,106298,"5",58,955,27,1475,58,"Daniel Evans"
"618",2019-08-26,"US Open","Hard",128,"G",199,106421,103852,"5",5,4125,61,923,61,"Feliciano Lopez"
"619",2019-08-26,"US Open","Hard",128,"G",200,103819,105554,"5",3,6950,58,955,58,"Daniel Evans"
"620",2019-09-23,"Chengdu","Hard",32,"A",288,105777,105554,"3",26,1432,48,1038,48,"Daniel Evans"
"621",2019-09-23,"Chengdu","Hard",32,"A",275,105554,105339,"3",48,1038,222,215,48,"Daniel Evans"
"622",2019-09-30,"Beijing","Hard",32,"A",289,104545,105554,"3",19,1805,48,1053,48,"Daniel Evans"
"623",2019-09-30,"Beijing","Hard",32,"A",276,105554,104810,"3",48,1053,235,205,48,"Daniel Evans"
"624",2019-10-14,"Antwerp","Hard",32,"A",291,104527,103852,"3",18,1670,62,958,62,"Feliciano Lopez"
"625",2019-10-14,"Antwerp","Hard",32,"A",280,103852,111815,"3",62,958,61,960,62,"Feliciano Lopez"
"626",2019-10-14,"Stockholm","Hard",32,"A",289,105936,105554,"3",60,963,43,1120,43,"Daniel Evans"
"627",2019-10-14,"Stockholm","Hard",32,"A",277,105554,106071,"3",43,1120,184,273,43,"Daniel Evans"
"628",2019-10-21,"Basel","Hard",32,"A",283,126207,105554,"3",48,1060,43,1124,43,"Daniel Evans"
"629",2019-10-21,"Vienna","Hard",32,"A",276,104468,103852,"3",50,1035,59,958,59,"Feliciano Lopez"
"630",2019-11-21,"Davis Cup Finals RR: GBR vs KAZ","Hard",4,"D",2,122330,105554,"3",57,919,42,1124,42,"Daniel Evans"
"631",2019-11-20,"Davis Cup Finals RR: GBR vs NED","Hard",4,"D",2,104898,105554,"3",163,316,42,1124,42,"Daniel Evans"
"632",2019-11-23,"Davis Cup Finals SF: GBR vs ESP","Hard",4,"D",1,106378,103852,"3",69,800,62,888,62,"Feliciano Lopez"
"633",2019-11-23,"Davis Cup Finals SF: GBR vs ESP","Hard",4,"D",2,104745,105554,"3",1,9985,42,1124,42,"Daniel Evans"
"634",2019-11-22,"Davis Cup Finals QF: GBR vs GER","Hard",4,"D",2,105554,105526,"3",42,1124,35,1245,42,"Daniel Evans"
