tourney_date,tourney_name,surface,draw_size,tourney_level,match_num,winner_id,loser_id,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points
193,GER,32.2819986311,Viktor Troicki,R,SRB,,,AUS,,,,
173,TPE,29.1143052704,Danai Udomchoke,R,THA,,,GBR,,,,
175,THA,30.6694045175,Sonchat Ratiwatana,R,THA,,,AUS,,,,
188,SRB,28.257357974,Alexander Waske,R,GER,,,JPN,,,,
183,CYP,26.6201232033,Mikhail Youzhny,R,RUS,,,CRO,,,,
183,CYP,26.6201232033,Mikhail Youzhny,R,RUS,,,ISR,,,,
,CRO,27.0746064339,Mate Pavic,L,CRO,,,GER,,,,
,CRO,27.0746064339,Mate Pavic,L,CRO,,,AUT,,,,
180,ISR,34.8199863107,Andy Ram,R,ISR,,,CZE,,,,
183,CYP,26.6201232033,Mikhail Youzhny,R,RUS,,,GER,,,,
193,CRO,32.9199178645,Frank Moser,R,GER,,,CRO,,,,
183,AUT,30.6913073238,Alexander Peya,R,AUT,,,AHO,,,,
180,ISR,34.8199863107,Andy Ram,R,ISR,,,ITA,,,,
188,GER,30.6228610541,Alexander Waske,R,GER,,,BEL,,,,
193,CRO,20.7173169062,Franco Skugor,R,CRO,,,UKR,,,,
183,CYP,26.6201232033,Mikhail Youzhny,R,RUS,,,AUT,,,,
196,ITA,34.0533880903,Lukas Rosol,R,CZE,,,GBR,,,,
,CRO,27.0746064339,Mate Pavic,L,CRO,,,ESP,,,,
193,CRO,32.9199178645,Frank Moser,R,GER,,,USA,,,,
183,AUT,31.4825462012,Alexander Peya,R,AUT,,,SVK,,,,
183,AUT,31.4825462012,Alexander Peya,R,AUT,,,NZL,,,,
196,CZE,35.151266256,Filip Polasek,R,SVK,,,BRA,,,,
183,AUT,31.4825462012,Alexander Peya,R,AUT,,,ESP,,,,
180,USA,30.6338124572,Bruno Soares,R,BRA,,,ARG,,,,
196,CZE,35.151266256,Filip Polasek,R,SVK,,,BRA,,,,
,NZL,27.65229295,Michael Venus,R,NZL,,,GER,,,,
183,AUT,31.4825462012,Alexander Peya,R,AUT,,,ESP,,,,
180,USA,30.6338124572,Bruno Soares,R,BRA,,,BRA,,,,
196,CZE,35.151266256,Filip Polasek,R,SVK,,,NZL,,,,
188,MEX,28.8733744011,Christopher Kas,R,GER,,,GBR,,,,
190,ARG,28.9308692676,Juan Ignacio Chela,R,ARG,,,USA,,,,
188,ESP,28.5995893224,Fernando Verdasco,L,ESP,,,COL,,,,
,NZL,27.65229295,Michael Venus,R,NZL,,,USA,,,,
185,ESP,31.7535934292,Andre Sa,R,BRA,,,ITA,,,,
196,CZE,35.4579055441,Filip Polasek,R,SVK,,,BEL,,,,
196,CZE,35.4579055441,Filip Polasek,R,SVK,,,COL,,,,
203,BEL,31.780971937,Dick Norman,L,BEL,,,GER,,,,
196,CZE,35.4579055441,Filip Polasek,R,SVK,,,CRO,,,,
193,COL,26.0150581793,Robert Farah,R,COL,,,GER,,,,
188,GER,27.3921971253,Alexander Waske,R,GER,,,COL,,,,
203,BEL,31.780971937,Dick Norman,L,BEL,,,GBR,,,,
196,CZE,35.4579055441,Filip Polasek,R,SVK,,,UKR,,,,
188,GER,27.3921971253,Alexander Waske,R,GER,,,AUT,,,,
203,BEL,31.780971937,Dick Norman,L,BEL,,,GER,,,,
193,COL,26.0150581793,Robert Farah,R,COL,,,GER,,,,
193,GER,25.0787132101,Frank Moser,R,GER,,,GER,,,,
190,CRO,23.5865845311,Lovro Zovko,R,CRO,,,AUS,,,,
188,COL,28.4599589322,Santiago Giraldo,R,COL,,,BRA,,,,
190,GER,38.2997946612,Jamie Murray,L,GBR,,,RUS,,,,
190,BLR,34.932238193,Daniel Nestor,L,CAN,,,USA,,,,
190,BLR,34.932238193,Daniel Nestor,L,CAN,,,AUS,,,,
190,USA,34.1190965092,Mike Bryan,R,USA,,,SRB,,,,
190,BLR,34.932238193,Daniel Nestor,L,CAN,,,IND,,,,
190,USA,34.1190965092,Mike Bryan,R,USA,,,GBR,,,,
190,SRB,27.9698836413,Nenad Zimonjic,R,SRB,,,BEL,,,,
183,USA,31.0554414784,Paul Hanley,R,AUS,,,ISR,,,,
190,BLR,34.932238193,Daniel Nestor,L,CAN,,,USA,,,,
190,USA,34.1190965092,Mike Bryan,R,USA,,,USA,,,,
203,BEL,31.8959616701,Dick Norman,L,BEL,,,POL,,,,
180,ISR,35.1841204654,Andy Ram,R,ISR,,,ROU,,,,
190,IND,38.0123203285,Rohan Bopanna,R,IND,,,GBR,,,,
190,GBR,27.8275154004,Ross Hutchins,R,GBR,,,BEL,,,,
190,SRB,27.9698836413,Nenad Zimonjic,R,SRB,,,IND,,,,
183,USA,31.0554414784,Paul Hanley,R,AUS,,,GER,,,,
178,RSA,26.0670773443,Leander Paes,R,IND,,,FRA,,,,
190,CYP,26.984257358,Jamie Murray,L,GBR,,,LUX,,,,
185,RUS,29.1362080767,James Cerretani,L,USA,,,UZB,,,,
168,BEL,28.2464065708,Olivier Rochus,R,BEL,,,FRA,,,,
180,ISR,35.1841204654,Andy Ram,R,ISR,,,CRO,,,,
188,AUS,31.2936344969,Andy Roddick,R,USA,,,USA,,,,
193,CRO,33.2840520192,Frank Moser,R,GER,,,GBR,,,,
203,BEL,31.8959616701,Dick Norman,L,BEL,,,ESP,,,,
175,ESP,26.2614647502,Marc Lopez,R,ESP,,,COL,,,,
175,ESP,26.2614647502,Marc Lopez,R,ESP,,,GER,,,,
188,COL,25.4866529774,Santiago Giraldo,R,COL,,,BRA,,,,
175,ESP,26.2614647502,Marc Lopez,R,ESP,,,GER,,,,
203,CRO,27.5345653662,Marcelo Melo,R,BRA,,,RUS,,,,
188,BRA,24.5448323066,Michael Kohlmann,R,GER,,,AUT,,,,
188,COL,25.4866529774,Santiago Giraldo,R,COL,,,ITA,,,,
175,ESP,26.2614647502,Marc Lopez,R,ESP,,,SVK,,,,
203,CRO,27.5345653662,Marcelo Melo,R,BRA,,,FRA,,,,
188,AUS,34.674880219,Julian Knowle,L,AUT,,,GER,,,,
183,ROU,27.4715947981,Filippo Volandri,R,ITA,,,RUS,,,,
188,BRA,24.5448323066,Michael Kohlmann,R,GER,,,FRA,,,,
188,COL,25.4866529774,Santiago Giraldo,R,COL,,,BEL,,,,
180,GER,35.8110882957,Michal Mertinak,R,SVK,,,SUI,,,,
183,UKR,26.5242984257,Mikhail Youzhny,R,RUS,,,SRB,,,,
185,MEX,29.3716632444,Scott Lipsky,R,USA,,,GBR,,,,
190,GBR,27.9041752225,Ross Hutchins,R,GBR,,,GBR,,,,
185,MEX,29.3716632444,Scott Lipsky,R,USA,,,RSA,,,,
190,GBR,27.9041752225,Ross Hutchins,R,GBR,,,JPN,,,,
185,MEX,29.3716632444,Scott Lipsky,R,USA,,,LUX,,,,
,PHI,26.8637919233,Dominic Inglot,R,GBR,,,AUS,,,,
196,RSA,29.7303216975,Izak Van Der Merwe,R,RSA,,,UZB,,,,
190,GBR,27.9041752225,Ross Hutchins,R,GBR,,,USA,,,,
185,MEX,29.3716632444,Scott Lipsky,R,USA,,,SLO,,,,
180,AUS,26.9431895962,Lleyton Hewitt,R,AUS,,,AUS,,,,
188,USA,31.1923340178,Denis Istomin,R,UZB,,,FRA,,,,
193,RUS,29.2128678987,Gilles Muller,L,LUX,,,BEL,,,,
,PHI,26.8637919233,Dominic Inglot,R,GBR,,,USA,,,,
196,RSA,29.7303216975,Izak Van Der Merwe,R,RSA,,,USA,,,,
178,JPN,22.5270362765,Go Soeda,R,JPN,,,CAN,,,,
193,SWE,35.3073237509,Horia Tecau,R,ROU,,,BRA,,,,
193,SWE,35.3073237509,Horia Tecau,R,ROU,,,AUT,,,,
180,AUT,32.0328542094,Bruno Soares,R,BRA,,,ITA,,,,
193,SWE,35.3073237509,Horia Tecau,R,ROU,,,GBR,,,,
180,AUT,32.0328542094,Bruno Soares,R,BRA,,,KAZ,,,,
188,AUS,34.6557152635,Julian Knowle,L,AUT,,,ARG,,,,
183,ROU,27.4524298426,Filippo Volandri,R,ITA,,,ESP,,,,
193,SWE,35.3073237509,Horia Tecau,R,ROU,,,FIN,,,,
180,AUT,32.0328542094,Bruno Soares,R,BRA,,,SWE,,,,
188,AUS,34.6557152635,Julian Knowle,L,AUT,,,UKR,,,,
188,ARG,21.7604380561,Albert Ramos,L,ESP,,,BEL,,,,
190,AUS,27.613963039,Jamie Murray,L,GBR,,,POR,,,,
183,RUS,30.7351129363,Mikhail Kukushkin,R,KAZ,,,SWE,,,,
188,BRA,24.1177275838,Horacio Zeballos,L,ARG,,,ITA,,,,
183,ROU,27.4524298426,Filippo Volandri,R,ITA,,,EST,,,,
190,FRA,25.4045174538,Lukasz Kubot,R,POL,,,BRA,,,,
190,FRA,25.4045174538,Lukasz Kubot,R,POL,,,COL,,,,
185,SVK,32.7446954141,Andre Sa,R,BRA,,,GER,,,,
175,GER,27.5592060233,Bjorn Phau,R,GER,,,GER,,,,
193,COL,26.2067077344,Robert Farah,R,COL,,,ESP,,,,
185,SVK,32.7446954141,Andre Sa,R,BRA,,,GER,,,,
190,FRA,25.4045174538,Lukasz Kubot,R,POL,,,FRA,,,,
188,GER,27.5838466804,Christopher Kas,R,GER,,,GER,,,,
196,ITA,33.3798767967,Benoit Paire,R,FRA,,,GER,,,,
193,COL,26.2067077344,Robert Farah,R,COL,,,AUS,,,,
185,SVK,32.7446954141,Andre Sa,R,BRA,,,CZE,,,,
188,ESP,26.4585900068,Guillermo Garcia Lopez,R,ESP,,,RUS,,,,
190,FRA,25.4045174538,Lukasz Kubot,R,POL,,,GER,,,,
175,GER,27.5592060233,Bjorn Phau,R,GER,,,ARG,,,,
188,GER,26.135523614,Philipp Marx,R,GER,,,ESP,,,,
190,CAN,40.1314168378,Nenad Zimonjic,R,SRB,,,GBR,,,,
190,CAN,40.1314168378,Nenad Zimonjic,R,SRB,,,CZE,,,,
,PHI,27.151266256,Dominic Inglot,R,GBR,,,POL,,,,
190,CAN,40.1314168378,Nenad Zimonjic,R,SRB,,,ITA,,,,
188,POL,32.2902121834,Marcin Matkowski,R,POL,,,DEN,,,,
193,ITA,34.7816563997,Frantisek Cermak,R,CZE,,,SRB,,,,
,PHI,27.151266256,Dominic Inglot,R,GBR,,,BEL,,,,
190,CAN,40.1314168378,Nenad Zimonjic,R,SRB,,,SUI,,,,
203,NED,25.5468856947,Dick Norman,L,BEL,,,IND,,,,
193,ITA,34.7816563997,Frantisek Cermak,R,CZE,,,AHO,,,,
188,POL,32.2902121834,Marcin Matkowski,R,POL,,,FRA,,,,
193,RSA,26.431211499,Viktor Troicki,R,SRB,,,SUI,,,,
,PHI,27.151266256,Dominic Inglot,R,GBR,,,FIN,,,,
190,POL,30.4366872005,Andreas Seppi,R,ITA,,,GER,,,,
190,GBR,31.6194387406,Frederik Nielsen,R,DEN,,,AUS,,,,
180,AUT,32.2628336756,Bruno Soares,R,BRA,,,CZE,,,,
185,IND,39.2908966461,Radek Stepanek,R,CZE,,,CZE,,,,
180,AUT,32.2628336756,Bruno Soares,R,BRA,,,SRB,,,,
185,IND,39.2908966461,Radek Stepanek,R,CZE,,,GBR,,,,
180,AUT,32.2628336756,Bruno Soares,R,BRA,,,BRA,,,,
190,CZE,27.0390143737,Nenad Zimonjic,R,SRB,,,SRB,,,,
193,ITA,34.7241615332,Frantisek Cermak,R,CZE,,,JPN,,,,
185,IND,39.2908966461,Radek Stepanek,R,CZE,,,SVK,,,,
190,CZE,27.0390143737,Nenad Zimonjic,R,SRB,,,AHO,,,,
178,ARG,28.5092402464,Kei Nishikori,R,JPN,,,USA,,,,
180,AUT,32.2628336756,Bruno Soares,R,BRA,,,SUI,,,,
193,ITA,34.7241615332,Frantisek Cermak,R,CZE,,,JPN,,,,
203,FRA,25.6344969199,Marcelo Melo,R,BRA,,,JPN,,,,
190,GBR,25.3826146475,Jamie Murray,L,GBR,,,FIN,,,,
180,GER,28.5229295003,Janko Tipsarevic,R,SRB,,,GBR,,,,
,GER,28.2600958248,Martin Emmrich,L,GER,,,SVK,,,,
,GER,28.2600958248,Martin Emmrich,L,GER,,,AUT,,,,
196,AUT,38.4640657084,Filip Polasek,R,SVK,,,BRA,,,,
183,AUT,31.4004106776,Alexander Peya,R,AUT,,,GER,,,,
196,AUT,38.4640657084,Filip Polasek,R,SVK,,,CAN,,,,
,GER,28.2600958248,Martin Emmrich,L,GER,,,SLO,,,,
185,GBR,26.6694045175,Andre Sa,R,BRA,,,AUT,,,,
183,AUT,31.4004106776,Alexander Peya,R,AUT,,,BEL,,,,
196,AUT,38.4640657084,Filip Polasek,R,SVK,,,ESP,,,,
,AUT,26.2368240931,Philipp Oswald,R,AUT,,,GBR,,,,
,GER,28.2600958248,Martin Emmrich,L,GER,,,GER,,,,
183,SLO,23.2443531828,Grega Zemlja,R,SLO,,,AUT,,,,
175,NED,25.5277207392,Jesse Levine,L,CAN,,,LUX,,,,
185,GBR,26.6694045175,Andre Sa,R,BRA,,,SVK,,,,
188,SRB,28.3148528405,Alexander Waske,R,GER,,,AUS,,,,
190,USA,33.697467488,Mike Bryan,R,USA,,,FIN,,,,
190,USA,33.697467488,Mike Bryan,R,USA,,,GBR,,,,
185,AUS,24.1204654346,Jarkko Nieminen,L,FIN,,,AUS,,,,
190,USA,33.697467488,Mike Bryan,R,USA,,,CZE,,,,
185,AUS,24.1204654346,Jarkko Nieminen,L,FIN,,,CAN,,,,
194,AUS,27.1156741958,Marinko Matosevic,R,AUS,,,BEL,,,,
190,GBR,27.4058863792,Ross Hutchins,R,GBR,,,UKR,,,,
190,USA,33.697467488,Mike Bryan,R,USA,,,AHO,,,,
190,BLR,34.5106091718,Daniel Nestor,L,CAN,,,USA,,,,
194,AUS,27.1156741958,Marinko Matosevic,R,AUS,,,POL,,,,
193,CRO,27.0171115674,Sergiy Stakhovsky,R,UKR,,,ROU,,,,
185,AUS,24.1204654346,Jarkko Nieminen,L,FIN,,,ESP,,,,
190,GBR,27.4058863792,Ross Hutchins,R,GBR,,,POL,,,,
203,BEL,31.4743326489,Dick Norman,L,BEL,,,GER,,,,
185,IND,38.5626283368,Radek Stepanek,R,CZE,,,RUS,,,,
190,BLR,34.4914442163,Daniel Nestor,L,CAN,,,GER,,,,
190,BLR,34.4914442163,Daniel Nestor,L,CAN,,,ROU,,,,
185,AUT,30.6146475017,Philipp Petzschner,R,GER,,,SVK,,,,
190,BLR,34.4914442163,Daniel Nestor,L,CAN,,,CZE,,,,
185,AUT,30.6146475017,Philipp Petzschner,R,GER,,,GBR,,,,
193,SWE,34.7898699521,Horia Tecau,R,ROU,,,GBR,,,,
180,POL,31.485284052,Michal Mertinak,R,SVK,,,AUS,,,,
190,BLR,34.4914442163,Daniel Nestor,L,CAN,,,AUS,,,,
185,AUT,30.6146475017,Philipp Petzschner,R,GER,,,BRA,,,,
193,SWE,34.7898699521,Horia Tecau,R,ROU,,,UKR,,,,
194,AUS,22.9185489391,Marinko Matosevic,R,AUS,,,AHO,,,,
190,CYP,26.5434633812,Andy Murray,R,GBR,,,JPN,,,,
180,POL,31.485284052,Michal Mertinak,R,SVK,,,FRA,,,,
185,GER,33.749486653,Radek Stepanek,R,CZE,,,BRA,,,,
190,AUS,34.1382614648,Jamie Murray,L,GBR,,,AUT,,,,
188,FRA,30.6557152635,Edouard Roger Vasselin,R,FRA,,,DEN,,,,
188,FRA,30.6557152635,Edouard Roger Vasselin,R,FRA,,,GER,,,,
190,SWE,32.4572210815,Frederik Nielsen,R,DEN,,,GER,,,,
188,FRA,30.6557152635,Edouard Roger Vasselin,R,FRA,,,CAN,,,,
188,GER,27.7754962355,Christopher Kas,R,GER,,,AUS,,,,
190,SWE,32.4572210815,Frederik Nielsen,R,DEN,,,FRA,,,,
188,BEL,32.1642710472,Alexander Waske,R,GER,,,GER,,,,
183,USA,30.4339493498,Simon Stadler,L,GER,,,BRA,,,,
188,FRA,30.6557152635,Edouard Roger Vasselin,R,FRA,,,FRA,,,,
188,GER,27.7754962355,Christopher Kas,R,GER,,,ITA,,,,
190,SWE,32.4572210815,Frederik Nielsen,R,DEN,,,ISR,,,,
175,GER,25.1718001369,Jesse Levine,L,CAN,,,AUS,,,,
,USA,31.3237508556,John Peers,R,AUS,,,FRA,,,,
188,BEL,32.1642710472,Alexander Waske,R,GER,,,BRA,,,,
173,FRA,26.045174538,Vincent Millot,L,FRA,,,BEL,,,,
190,IND,38.3956194387,Rohan Bopanna,R,IND,,,AHO,,,,
190,IND,38.3956194387,Rohan Bopanna,R,IND,,,GBR,,,,
183,PAK,32.6187542779,Jean Julien Rojer,R,AHO,,,BRA,,,,
183,PAK,32.6187542779,Jean Julien Rojer,R,AHO,,,CAN,,,,
190,IND,38.3956194387,Rohan Bopanna,R,IND,,,POL,,,,
203,CRO,24.0848733744,Marcelo Melo,R,BRA,,,BRA,,,,
,AUS,34.9623545517,Jonathan Marray,R,GBR,,,FRA,,,,
,AUS,34.9623545517,Jonathan Marray,R,GBR,,,USA,,,,
190,BLR,35.3155373032,Daniel Nestor,L,CAN,,,ITA,,,,
203,CRO,24.0848733744,Marcelo Melo,R,BRA,,,ROU,,,,
188,POL,32.3093771389,Marcin Matkowski,R,POL,,,GBR,,,,
190,IND,38.3956194387,Rohan Bopanna,R,IND,,,FRA,,,,
,FRA,26.5434633812,Nicolas Renavand,R,FRA,,,IND,,,,
183,PAK,32.6187542779,Jean Julien Rojer,R,AHO,,,SRB,,,,
180,AUT,32.3394934976,Bruno Soares,R,BRA,,,USA,,,,
183,FRA,30.8583162218,Adrian Mannarino,L,FRA,,,CZE,,,,
203,CRO,24.0848733744,Marcelo Melo,R,BRA,,,POL,,,,
190,GBR,28.2108145106,Ross Hutchins,R,GBR,,,USA,,,,
185,MEX,29.6783025325,Scott Lipsky,R,USA,,,UZB,,,,
,AUS,34.9623545517,Jonathan Marray,R,GBR,,,GER,,,,
190,GER,32.3778234086,Andreas Seppi,R,ITA,,,SVK,,,,
190,ESP,31.1074606434,Nenad Zimonjic,R,SRB,,,FRA,,,,
,FRA,26.5434633812,Nicolas Renavand,R,FRA,,,SUI,,,,
183,GER,27.3347022587,Paul Hanley,R,AUS,,,ITA,,,,
183,GER,27.3347022587,Paul Hanley,R,AUS,,,BRA,,,,
178,ITA,34.2450376454,Fabio Fognini,R,ITA,,,AHO,,,,
183,NED,25.0102669405,Jean Julien Rojer,R,AHO,,,BRA,,,,
185,BRA,28.5448323066,David Marrero,R,ESP,,,UZB,,,,
178,ITA,34.2450376454,Fabio Fognini,R,ITA,,,GBR,,,,
183,GER,27.3347022587,Paul Hanley,R,AUS,,,TUN,,,,
183,GER,27.3347022587,Paul Hanley,R,AUS,,,SVK,,,,
180,USA,30.8829568789,Bruno Soares,R,BRA,,,GER,,,,
185,BRA,28.5448323066,David Marrero,R,ESP,,,AUT,,,,
178,ITA,34.2450376454,Fabio Fognini,R,ITA,,,BRA,,,,
185,UKR,23.4195756331,Malek Jaziri,R,TUN,,,ESP,,,,
188,RUS,30.4859685147,Denis Istomin,R,UZB,,,MAR,,,,
183,NED,25.0102669405,Jean Julien Rojer,R,AHO,,,MAR,,,,
190,GBR,31.0828199863,Jamie Murray,L,GBR,,,ESP,,,,
188,FRA,30.0232717317,Edouard Roger Vasselin,R,FRA,,,GBR,,,,
190,AUS,34.2149212868,Jamie Murray,L,GBR,,,CRO,,,,
188,FRA,30.0232717317,Edouard Roger Vasselin,R,FRA,,,GBR,,,,
188,FRA,30.0232717317,Edouard Roger Vasselin,R,FRA,,,GBR,,,,
190,AUS,34.2149212868,Jamie Murray,L,GBR,,,FRA,,,,
190,GER,27.1430527036,Lovro Zovko,R,CRO,,,RUS,,,,
185,PHI,26.4229979466,Ken Skupski,L,GBR,,,SVK,,,,
190,GBR,27.4633812457,Ross Hutchins,R,GBR,,,ESP,,,,
190,GER,27.1430527036,Lovro Zovko,R,CRO,,,CZE,,,,
190,AUS,34.2149212868,Jamie Murray,L,GBR,,,SWE,,,,
185,PHI,26.4229979466,Ken Skupski,L,GBR,,,CAN,,,,
180,RUS,30.6611909651,Igor Kunitsyn,R,RUS,,,FRA,,,,
,FRA,24.6735112936,Fabrice Martin,R,FRA,,,RUS,,,,
188,FRA,30.0232717317,Edouard Roger Vasselin,R,FRA,,,FRA,,,,
198,BEL,31.0308008214,Igor Zelenay,R,SVK,,,FIN,,,,
190,BLR,34.6255989049,Daniel Nestor,L,CAN,,,BRA,,,,
190,BLR,34.6255989049,Daniel Nestor,L,CAN,,,USA,,,,
203,CRO,27.1321013005,Marcelo Melo,R,BRA,,,GBR,,,,
190,BLR,34.6255989049,Daniel Nestor,L,CAN,,,USA,,,,
190,GBR,27.5208761123,Ross Hutchins,R,GBR,,,SVK,,,,
203,CRO,27.1321013005,Marcelo Melo,R,BRA,,,BEL,,,,
198,USA,26.8199863107,Sam Querrey,R,USA,,,POL,,,,
190,BLR,34.6255989049,Daniel Nestor,L,CAN,,,BAH,,,,
168,FRA,30.1683778234,Olivier Rochus,R,BEL,,,GER,,,,
196,CZE,35.266255989,Filip Polasek,R,SVK,,,BEL,,,,
198,USA,26.8199863107,Sam Querrey,R,USA,,,GER,,,,
190,RUS,28.8295687885,Lukasz Kubot,R,POL,,,USA,,,,
203,CRO,27.1321013005,Marcelo Melo,R,BRA,,,AUS,,,,
190,GBR,27.5208761123,Ross Hutchins,R,GBR,,,BRA,,,,
180,USA,19.7891854894,Denis Kudla,R,USA,,,ISR,,,,
185,IND,38.7542778919,Radek Stepanek,R,CZE,,,CAN,,,,
185,IND,38.7542778919,Radek Stepanek,R,CZE,,,USA,,,,
190,BLR,34.7022587269,Daniel Nestor,L,CAN,,,IND,,,,
190,USA,33.8891170431,Mike Bryan,R,USA,,,COL,,,,
190,BLR,34.7022587269,Daniel Nestor,L,CAN,,,SRB,,,,
190,IND,37.7823408624,Rohan Bopanna,R,IND,,,SRB,,,,
185,IND,38.7542778919,Radek Stepanek,R,CZE,,,ESP,,,,
190,USA,33.8891170431,Mike Bryan,R,USA,,,ARG,,,,
190,BLR,34.7022587269,Daniel Nestor,L,CAN,,,AUT,,,,
190,FRA,31.8357289528,Nenad Zimonjic,R,SRB,,,CAN,,,,
190,IND,37.7823408624,Rohan Bopanna,R,IND,,,ESP,,,,
185,IND,38.7542778919,Radek Stepanek,R,CZE,,,GBR,,,,
,ITA,34.1875427789,Juan Sebastian Cabal,R,COL,,,AHO,,,,
180,POL,29.8425735797,Janko Tipsarevic,R,SRB,,,USA,,,,
188,ESP,31.9452429843,Fernando Verdasco,L,ESP,,,ESP,,,,
190,USA,33.8891170431,Mike Bryan,R,USA,,,AUS,,,,
190,BLR,34.7022587269,Daniel Nestor,L,CAN,,,BRA,,,,
190,FRA,31.8357289528,Nenad Zimonjic,R,SRB,,,BEL,,,,
188,ESP,31.9452429843,Fernando Verdasco,L,ESP,,,ROU,,,,
180,POL,29.8425735797,Janko Tipsarevic,R,SRB,,,POL,,,,
190,IND,37.7823408624,Rohan Bopanna,R,IND,,,GBR,,,,
185,IND,38.7542778919,Radek Stepanek,R,CZE,,,USA,,,,
,ITA,34.1875427789,Juan Sebastian Cabal,R,COL,,,SVK,,,,
196,RSA,25.8370978782,Milos Raonic,R,CAN,,,FRA,,,,
190,GBR,27.5975359343,Ross Hutchins,R,GBR,,,BAH,,,,
185,MEX,29.0650239562,Scott Lipsky,R,USA,,,CZE,,,,
185,ESP,25.9356605065,Rafael Nadal,L,ESP,,,CRO,,,,
175,ESP,30.4941820671,Marc Lopez,R,ESP,,,SRB,,,,
183,AUT,31.6741957563,Alexander Peya,R,AUT,,,BRA,,,,
185,BRA,28.4873374401,Juan Monaco,R,ARG,,,USA,,,,
183,PAK,32.0054757016,Jean Julien Rojer,R,AHO,,,ARG,,,,
185,ESP,29.5961670089,Rafael Nadal,L,ESP,,,USA,,,,
198,USA,26.8583162218,Sam Querrey,R,USA,,,CAN,,,,
185,ESP,29.5961670089,Rafael Nadal,L,ESP,,,POL,,,,
188,POL,31.6577686516,Marcin Matkowski,R,POL,,,USA,,,,
190,BLR,34.6639288159,Daniel Nestor,L,CAN,,,FRA,,,,
185,ESP,29.5961670089,Rafael Nadal,L,ESP,,,CZE,,,,
198,USA,26.8583162218,Sam Querrey,R,USA,,,AUS,,,,
190,USA,33.8507871321,Mike Bryan,R,USA,,,ESP,,,,
190,BLR,34.6639288159,Daniel Nestor,L,CAN,,,GBR,,,,
198,USA,26.8583162218,Sam Querrey,R,USA,,,ROU,,,,
188,POL,31.6577686516,Marcin Matkowski,R,POL,,,USA,,,,
185,IND,38.7159479808,Radek Stepanek,R,CZE,,,JPN,,,,
183,FRA,25.7138945927,Paul Hanley,R,AUS,,,AUT,,,,
188,FRA,30.2067077344,Jo Wilfried Tsonga,R,FRA,,,FIN,,,,
185,ESP,29.5961670089,Rafael Nadal,L,ESP,,,BEL,,,,
190,USA,33.8507871321,Mike Bryan,R,USA,,,CAN,,,,
190,BLR,34.6639288159,Daniel Nestor,L,CAN,,,BAH,,,,
185,ESP,29.5961670089,Rafael Nadal,L,ESP,,,SRB,,,,
193,SWE,34.9623545517,Horia Tecau,R,ROU,,,POL,,,,
188,FRA,30.2067077344,Jo Wilfried Tsonga,R,FRA,,,IND,,,,
188,POL,31.6577686516,Marcin Matkowski,R,POL,,,FRA,,,,
185,IND,38.7159479808,Radek Stepanek,R,CZE,,,ESP,,,,
183,AUT,31.6358658453,Alexander Peya,R,AUT,,,AHO,,,,
185,UKR,23.3237508556,Xavier Malisse,R,BEL,,,FRA,,,,
183,AUS,24.2737850787,Ryan Harrison,R,USA,,,USA,,,,
183,FRA,25.7138945927,Paul Hanley,R,AUS,,,GER,,,,
188,ESP,25.8973305955,Feliciano Lopez,L,ESP,,,SRB,,,,
198,USA,26.8583162218,Sam Querrey,R,USA,,,ARG,,,,
185,GER,28.4161533196,Jarkko Nieminen,L,FIN,,,USA,,,,
178,ARG,27.9342915811,Kei Nishikori,R,JPN,,,BRA,,,,
190,GBR,24.8076659822,Jamie Murray,L,GBR,,,GBR,,,,
190,FRA,31.7399041752,Nenad Zimonjic,R,SRB,,,ROU,,,,
190,FRA,31.7399041752,Nenad Zimonjic,R,SRB,,,BEL,,,,
193,SWE,34.9048596851,Horia Tecau,R,ROU,,,ESP,,,,
190,FRA,31.7399041752,Nenad Zimonjic,R,SRB,,,AHO,,,,
193,SWE,34.9048596851,Horia Tecau,R,ROU,,,GER,,,,
203,RUS,28.810403833,Dick Norman,L,BEL,,,NED,,,,
175,ESP,25.839835729,Marc Lopez,R,ESP,,,NED,,,,
175,ESP,25.839835729,Marc Lopez,R,ESP,,,CAN,,,,
190,FRA,31.7399041752,Nenad Zimonjic,R,SRB,,,POL,,,,
193,SWE,34.9048596851,Horia Tecau,R,ROU,,,AUT,,,,
203,RUS,28.810403833,Dick Norman,L,BEL,,,IND,,,,
190,NED,23.4004106776,Robin Haase,R,NED,,,POL,,,,
185,ARG,23.3894592745,Philipp Petzschner,R,GER,,,SVK,,,,
183,PAK,31.909650924,Jean Julien Rojer,R,AHO,,,CRO,,,,
203,NED,24.4900752909,Thomas Schoorel,L,NED,,,SRB,,,,
190,USA,33.9657768652,Mike Bryan,R,USA,,,CAN,,,,
190,USA,33.9657768652,Mike Bryan,R,USA,,,ESP,,,,
190,BLR,34.7789185489,Daniel Nestor,L,CAN,,,SRB,,,,
190,USA,33.9657768652,Mike Bryan,R,USA,,,CZE,,,,
190,BLR,34.7789185489,Daniel Nestor,L,CAN,,,SUI,,,,
190,FRA,31.9123887748,Nenad Zimonjic,R,SRB,,,AUT,,,,
175,ESP,26.0123203285,Marc Lopez,R,ESP,,,GER,,,,
190,USA,33.9657768652,Mike Bryan,R,USA,,,GBR,,,,
